"fund_month","state","term","rate","systemsize_bin","programfee_bin","total_funded_loans","total_serv_loans","delinquency_bin","loans_by_delinquency","loans_prv_delinquency","roll_rate_pct"
"202004","TX",25,"4.49","01-04","16-20","1","0","0","0",NULL,"0"
"202004","TX",25,"4.49","13+","16-20","1","0","0","0",NULL,"0"
"202004","TX",25,"4.99","09-12","16-20","1","0","0","0",NULL,"0"
"202004","UT",12,"2.99","01-04","16-20","1","0","0","0",NULL,"0"
"202004","UT",20,"2.99","05-08","16-20","1","0","0","0",NULL,"0"
"202004","UT",20,"3.99","05-08","16-20","2","0","0","0",NULL,"0"
"202004","UT",25,"2.99","01-04","21-25","1","0","0","0",NULL,"0"
"202004","UT",25,"2.99","05-08","21-25","3","0","0","0",NULL,"0"
"202004","UT",25,"2.99","09-12","21-25","1","0","0","0",NULL,"0"
"202004","VA",15,"3.49","09-12","16-20","1","0","0","0",NULL,"0"
"202004","VA",20,"2.99","01-04","21-25","1","0","0","0",NULL,"0"
"202004","VA",20,"2.99","01-04","26+","1","0","0","0",NULL,"0"
"202004","VA",20,"3.99","01-04","16-20","1","0","0","0",NULL,"0"
"202004","VA",20,"3.99","05-08","16-20","2","0","0","0",NULL,"0"
"202004","VA",20,"3.99","09-12","16-20","1","0","0","0",NULL,"0"
"202004","VA",25,"2.99","01-04","21-25","1","0","0","0",NULL,"0"
"202004","VA",25,"2.99","05-08","21-25","1","0","0","0",NULL,"0"
"202004","VA",25,"3.99","13+","21-25","1","0","0","0",NULL,"0"
"202004","WA",25,"2.99","05-08","21-25","1","0","0","0",NULL,"0"
"202004","WI",20,"3.99","09-12","16-20","1","0","0","0",NULL,"0"
"202004","WY",20,"3.99","09-12","16-20","1","0","0","0",NULL,"0"
"202005","AR",25,"2.99","01-04","21-25","1","0","0","0",NULL,"0"
"202005","AZ",20,"2.99","05-08","21-25","1","0","0","0",NULL,"0"
"202005","AZ",20,"2.99","09-12","21-25","1","0","0","0",NULL,"0"
"202005","AZ",20,"2.99","13+","16-20","1","0","0","0",NULL,"0"
"202005","AZ",20,"3.99","05-08","16-20","1","0","0","0",NULL,"0"
"202005","AZ",20,"3.99","09-12","16-20","1","0","0","0",NULL,"0"
"202005","AZ",25,"2.99","01-04","21-25","1","0","0","0",NULL,"0"
"202005","AZ",25,"2.99","05-08","21-25","7","0","0","0",NULL,"0"
"202005","AZ",25,"2.99","09-12","21-25","2","0","0","0",NULL,"0"
"202005","AZ",25,"2.99","13+","21-25","2","0","0","0",NULL,"0"
"202005","AZ",25,"3.99","05-08","16-20","1","0","0","0",NULL,"0"
"202005","CA",10,"2.99","01-04","11-15","2","0","0","0",NULL,"0"
"202005","CA",10,"2.99","09-12","11-15","1","0","0","0",NULL,"0"
"202005","CA",15,"3.49","13+","16-20","1","0","0","0",NULL,"0"
"202005","CA",20,"3.99","05-08","16-20","2","0","0","0",NULL,"0"
"202005","CA",20,"4.99","05-08","06-10","2","0","0","0",NULL,"0"
"202005","CA",20,"4.99","05-08","11-15","1","0","0","0",NULL,"0"
"202005","CA",25,"2.99","01-04","21-25","3","0","0","0",NULL,"0"
"202005","CA",25,"2.99","05-08","21-25","4","0","0","0",NULL,"0"
"202005","CO",20,"2.99","05-08","21-25","1","0","0","0",NULL,"0"
"202005","CO",20,"3.99","01-04","16-20","2","0","0","0",NULL,"0"
"202005","CO",20,"3.99","05-08","16-20","2","0","0","0",NULL,"0"
"202005","CO",20,"3.99","05-08","26+","1","0","0","0",NULL,"0"
"202005","CO",20,"3.99","13+","16-20","1","0","0","0",NULL,"0"
"202005","CO",25,"2.99","01-04","21-25","3","0","0","0",NULL,"0"
"202005","CO",25,"2.99","09-12","21-25","1","0","0","0",NULL,"0"
"202005","CO",25,"4.49","05-08","16-20","1","0","0","0",NULL,"0"
"202005","CT",10,"2.99","09-12","11-15","1","0","0","0",NULL,"0"
"202005","CT",20,"3.99","05-08","16-20","2","0","0","0",NULL,"0"
"202005","FL",10,"2.99","05-08","11-15","1","0","0","0",NULL,"0"
"202005","FL",20,"3.99","05-08","16-20","1","0","0","0",NULL,"0"
"202005","FL",25,"2.99","05-08","21-25","2","0","0","0",NULL,"0"
"202005","FL",25,"2.99","09-12","21-25","3","0","0","0",NULL,"0"
"202005","FL",25,"2.99","09-12","26+","1","0","0","0",NULL,"0"
"202005","FL",25,"2.99","13+","21-25","1","0","0","0",NULL,"0"
"202005","ID",20,"2.99","01-04","21-25","1","0","0","0",NULL,"0"
"202005","ID",20,"2.99","13+","21-25","1","0","0","0",NULL,"0"
"202005","IL",25,"2.99","05-08","21-25","2","0","0","0",NULL,"0"
"202005","IN",25,"2.99","05-08","21-25","1","0","0","0",NULL,"0"
"202005","KS",20,"3.99","09-12","16-20","1","0","0","0",NULL,"0"
"202005","MA",15,"4.99","05-08","11-15","1","0","0","0",NULL,"0"
"202005","NC",20,"2.99","05-08","26+","1","0","0","0",NULL,"0"
"202005","NC",25,"2.99","09-12","21-25","3","0","0","0",NULL,"0"
"202005","NM",25,"2.99","01-04","21-25","3","0","0","0",NULL,"0"
"202005","NM",25,"2.99","05-08","21-25","1","0","0","0",NULL,"0"
"202005","NM",25,"2.99","09-12","21-25","2","0","0","0",NULL,"0"
"202005","NV",20,"2.99","09-12","16-20","1","0","0","0",NULL,"0"
"202005","NV",20,"2.99","09-12","21-25","1","0","0","0",NULL,"0"
"202005","NV",25,"2.99","01-04","21-25","1","0","0","0",NULL,"0"
"202005","NV",25,"2.99","05-08","21-25","5","0","0","0",NULL,"0"
"202005","NV",25,"2.99","09-12","21-25","2","0","0","0",NULL,"0"
"202005","NV",25,"2.99","13+","21-25","2","0","0","0",NULL,"0"
"202005","OH",20,"3.99","05-08","16-20","1","0","0","0",NULL,"0"
"202005","OK",25,"2.99","05-08","21-25","2","0","0","0",NULL,"0"
"202005","PA",20,"3.99","05-08","16-20","2","0","0","0",NULL,"0"
"202005","PA",20,"3.99","09-12","16-20","1","0","0","0",NULL,"0"
"202005","PA",20,"3.99","13+","16-20","1","0","0","0",NULL,"0"
"202005","SC",20,"2.99","09-12","21-25","1","0","0","0",NULL,"0"
"202005","SC",20,"3.99","09-12","16-20","1","0","0","0",NULL,"0"
"202005","SC",25,"2.99","01-04","21-25","1","0","0","0",NULL,"0"
"202005","TX",10,"2.99","05-08","11-15","1","0","0","0",NULL,"0"
"202005","TX",10,"2.99","09-12","11-15","1","0","0","0",NULL,"0"
"202005","TX",20,"2.99","05-08","21-25","3","0","0","0",NULL,"0"
"202005","TX",20,"2.99","09-12","21-25","1","0","0","0",NULL,"0"
"202005","TX",20,"2.99","13+","21-25","1","0","0","0",NULL,"0"
"202005","TX",20,"3.99","01-04","16-20","1","0","0","0",NULL,"0"
"202005","TX",20,"3.99","05-08","16-20","1","0","0","0",NULL,"0"
"202005","TX",20,"3.99","09-12","16-20","3","0","0","0",NULL,"0"
"202005","TX",20,"4.99","05-08","16-20","1","0","0","0",NULL,"0"
"202005","TX",20,"5.99","05-08","06-10","1","0","0","0",NULL,"0"
"202005","TX",20,"5.99","09-12","11-15","1","0","0","0",NULL,"0"
"202005","TX",25,"2.99","01-04","21-25","2","0","0","0",NULL,"0"
"202005","TX",25,"2.99","05-08","21-25","10","0","0","0",NULL,"0"
"202005","TX",25,"2.99","09-12","21-25","7","0","0","0",NULL,"0"
"202005","TX",25,"2.99","13+","21-25","3","0","0","0",NULL,"0"
"202005","TX",25,"3.99","05-08","16-20","1","0","0","0",NULL,"0"
"202005","TX",25,"3.99","05-08","21-25","1","0","0","0",NULL,"0"
"202005","UT",20,"5.99","01-04","06-10","1","0","0","0",NULL,"0"
"202005","UT",25,"2.99","05-08","21-25","5","0","0","0",NULL,"0"
"202005","UT",25,"2.99","09-12","21-25","4","0","0","0",NULL,"0"
"202005","VA",10,"2.99","05-08","16-20","1","0","0","0",NULL,"0"
"202005","VA",20,"2.99","05-08","21-25","1","0","0","0",NULL,"0"
"202005","VA",20,"3.99","13+","16-20","1","0","0","0",NULL,"0"
"202005","WI",10,"2.99","13+","11-15","1","0","0","0",NULL,"0"
